subject	../../../mgi_import_qc/11_11_2021/go_cam_mgi_file1.gpad	../../../mgi_import_qc/11_11_2021/noctua_merged_file2.gpad
MGI:3650827	3	0
MGI:3650828	3	0
MGI:3650830	3	0
MGI:3650831	3	0
MGI:3650832	3	0
MGI:3650835	3	0
MGI:3650836	2	0
MGI:3650837	3	0
MGI:3650844	3	0
MGI:3650846	3	0
MGI:3650854	3	0
MGI:3650860	3	0
MGI:3650866	3	0
MGI:3650869	3	0
MGI:3650870	3	0
MGI:3650874	3	0
MGI:3650875	3	0
MGI:3650879	3	0
MGI:3650881	3	0
MGI:3650882	3	0
MGI:3650883	3	0
MGI:3650887	3	0
MGI:3650892	3	0
MGI:3650894	3	0
MGI:3650897	3	0
MGI:3650901	3	0
MGI:3650902	3	0
MGI:3650903	3	0
MGI:3650905	3	0
MGI:3650910	3	0
MGI:3650913	3	0
MGI:3650917	3	0
MGI:3650919	3	0
MGI:3650920	3	0
MGI:3650923	3	0
MGI:3650924	3	0
MGI:3650928	3	0
MGI:3650929	3	0
MGI:3650931	3	0
MGI:3650933	3	0
MGI:3650937	2	0
MGI:3650941	3	0
MGI:3650942	3	0
MGI:3650943	3	0
MGI:3650945	3	0
MGI:3650946	3	0
MGI:3650951	3	0
MGI:3650954	3	0
MGI:3650962	1	0
MGI:3650969	3	0
MGI:3650971	3	0
MGI:3650972	3	0
MGI:3650976	3	0
MGI:3650977	3	0
MGI:3650982	3	0
MGI:3650983	3	0
MGI:3650986	3	0
MGI:3650989	3	0
MGI:3650993	3	0
MGI:3650998	3	0
MGI:3651000	3	0
MGI:3651003	3	0
MGI:3651004	3	0
MGI:3651013	3	0
MGI:3651017	3	0
MGI:3651019	3	0
MGI:3651021	3	0
MGI:3651025	3	0
MGI:3651030	2	0
MGI:3651033	3	0
MGI:3651040	3	0
MGI:3651041	3	0
MGI:3651042	3	0
MGI:3651044	3	0
MGI:3651046	3	0
MGI:3651047	3	0
MGI:3651048	3	0
MGI:3651051	3	0
MGI:3651057	3	0
MGI:3651058	3	0
MGI:3651060	3	0
MGI:3651063	3	0
MGI:3651064	3	0
MGI:3651081	3	0
MGI:3651082	3	0
MGI:3651084	3	0
MGI:3651087	3	0
MGI:3651100	3	0
MGI:3651101	3	0
MGI:3651102	3	0
MGI:3651116	3	0
MGI:3651117	3	0
MGI:3651118	3	0
MGI:3651119	3	0
MGI:3651120	3	0
MGI:3651127	3	0
MGI:3651133	3	0
MGI:3651134	3	0
MGI:3651135	3	0
MGI:3651138	3	0
MGI:3651140	3	0
MGI:3651141	3	0
MGI:3651151	3	0
MGI:3651152	3	0
MGI:3651154	3	0
MGI:3651156	3	0
MGI:3651157	3	0
MGI:3651158	1	0
MGI:3651159	3	0
MGI:3651161	3	0
MGI:3651165	3	0
MGI:3651167	3	0
MGI:3651170	3	0
MGI:3651173	3	0
MGI:3651176	3	0
MGI:3651177	3	0
MGI:3651179	3	0
MGI:3651180	3	0
MGI:3651181	3	0
MGI:3651187	3	0
MGI:3651189	3	0
MGI:3651194	3	0
MGI:3651195	3	0
MGI:3651198	3	0
MGI:3651202	3	0
MGI:3651203	3	0
MGI:3651209	3	0
MGI:3651212	3	0
MGI:3651214	3	0
MGI:3651221	3	0
MGI:3651228	3	0
MGI:3651229	3	0
MGI:3651231	3	0
MGI:3651233	3	0
MGI:3651236	3	0
MGI:3651238	3	0
MGI:3651241	3	0
MGI:3651242	3	0
MGI:3651244	3	0
MGI:3651251	3	0
MGI:3651252	3	0
MGI:3651253	3	0
MGI:3651257	3	0
MGI:3651261	1	0
MGI:3651277	3	0
MGI:3651279	3	0
MGI:3651280	3	0
MGI:3651286	3	0
MGI:3651291	3	0
MGI:3651295	3	0
MGI:3651297	3	0
MGI:3651299	3	0
MGI:3651303	3	0
MGI:3651305	3	0
MGI:3651306	3	0
MGI:3651307	3	0
MGI:3651310	3	0
MGI:3651314	3	0
MGI:3651323	3	0
MGI:3651324	3	0
MGI:3651331	3	0
MGI:3651334	3	0
MGI:3651335	3	0
MGI:3651337	3	0
MGI:3651338	3	0
MGI:3651340	3	0
MGI:3651349	3	0
MGI:3651350	3	0
MGI:3651352	3	0
MGI:3651357	3	0
MGI:3651358	3	0
MGI:3651360	3	0
MGI:3651363	3	0
MGI:3651364	3	0
MGI:3651365	3	0
MGI:3651369	3	0
MGI:3651370	3	0
MGI:3651375	3	0
MGI:3651384	3	0
MGI:3651385	3	0
MGI:3651398	3	0
MGI:3651399	3	0
MGI:3651406	3	0
MGI:3651410	3	0
MGI:3651411	3	0
MGI:3651419	3	0
MGI:3651421	3	0
MGI:3651423	3	0
MGI:3651424	3	0
MGI:3651426	3	0
MGI:3651427	3	0
MGI:3651428	3	0
MGI:3651433	3	0
MGI:3651435	3	0
MGI:3651438	3	0
MGI:3651439	3	0
MGI:3651440	3	0
MGI:3651441	3	0
MGI:3651443	3	0
MGI:3651445	3	0
MGI:3651448	3	0
MGI:3651449	3	0
MGI:3651450	3	0
MGI:3651453	3	0
MGI:3651456	3	0
MGI:3651463	3	0
MGI:3651464	3	0
MGI:3651467	3	0
MGI:3651471	3	0
MGI:3651481	3	0
MGI:3651482	3	0
MGI:3651483	3	0
MGI:3651500	3	0
MGI:3651501	3	0
MGI:3651502	3	0
MGI:3651504	3	0
MGI:3651507	3	0
MGI:3651510	3	0
MGI:3651512	3	0
MGI:3651514	2	0
MGI:3651516	3	0
MGI:3651517	3	0
MGI:3651521	3	0
MGI:3651524	3	0
MGI:3651526	3	0
MGI:3651528	3	0
MGI:3651530	3	0
MGI:3651532	3	0
MGI:3651536	3	0
MGI:3651539	3	0
MGI:3651541	3	0
MGI:3651543	3	0
MGI:3651546	3	0
MGI:3651547	3	0
MGI:3651548	3	0
MGI:3651549	3	0
MGI:3651550	3	0
MGI:3651552	3	0
MGI:3651555	3	0
MGI:3651560	3	0
MGI:3651568	3	0
MGI:3651569	3	0
MGI:3651570	3	0
MGI:3651576	3	0
MGI:3651586	3	0
MGI:3651594	3	0
MGI:3651596	3	0
MGI:3651602	3	0
MGI:3651603	3	0
MGI:3651604	3	0
MGI:3651611	3	0
MGI:3651615	3	0
MGI:3651616	3	0
MGI:3651622	3	0
MGI:3651624	3	0
MGI:3651626	3	0
MGI:3651629	3	0
MGI:3651630	3	0
MGI:3651644	3	0
MGI:3651648	3	0
MGI:3651651	3	0
MGI:3651652	3	0
MGI:3651659	3	0
MGI:3651660	3	0
MGI:3651662	3	0
MGI:3651665	3	0
MGI:3651674	3	0
MGI:3651678	3	0
MGI:3651679	3	0
MGI:3651680	1	0
MGI:3651682	3	0
MGI:3651690	3	0
MGI:3651694	3	0
MGI:3651696	3	0
MGI:3651697	3	0
MGI:3651699	3	0
MGI:3651700	3	0
MGI:3651703	3	0
MGI:3651704	3	0
MGI:3651705	3	0
MGI:3651706	4	2
MGI:3651716	3	0
MGI:3651721	3	0
MGI:3651729	3	0
MGI:3651733	3	0
MGI:3651737	3	0
MGI:3651748	3	0
MGI:3651753	3	0
MGI:3651757	3	0
MGI:3651759	3	0
MGI:3651760	3	0
MGI:3651762	3	0
MGI:3651764	3	0
MGI:3651765	3	0
MGI:3651766	3	0
MGI:3651768	3	0
MGI:3651770	3	0
MGI:3651772	3	0
MGI:3651776	3	0
MGI:3651778	3	0
MGI:3651779	3	0
MGI:3651780	3	0
MGI:3651781	3	0
MGI:3651788	3	0
MGI:3651790	2	0
MGI:3651794	3	0
MGI:3651797	3	0
MGI:3651808	3	0
MGI:3651809	3	0
MGI:3651810	3	0
MGI:3651811	3	0
MGI:3651812	3	0
MGI:3651813	3	0
MGI:3651814	3	0
MGI:3651816	3	0
MGI:3651819	3	0
MGI:3651820	3	0
MGI:3651823	3	0
MGI:3651825	3	0
MGI:3651828	3	0
MGI:3651834	3	0
MGI:3651835	3	0
MGI:3651836	3	0
MGI:3651837	3	0
MGI:3651843	3	0
MGI:3651846	3	0
MGI:3651847	3	0
MGI:3651851	3	0
MGI:3651858	3	0
MGI:3651861	3	0
MGI:3651869	3	0
MGI:3651870	3	0
MGI:3651871	3	0
MGI:3651872	3	0
MGI:3651878	3	0
MGI:3651880	3	0
MGI:3651882	3	0
MGI:3651888	3	0
MGI:3651889	3	0
MGI:3651890	3	0
MGI:3651891	3	0
MGI:3651903	3	0
MGI:3651905	3	0
MGI:3651912	3	0
MGI:3651913	3	0
MGI:3651915	3	0
MGI:3651924	3	0
MGI:3651926	3	0
MGI:3651927	1	0
MGI:3651929	3	0
MGI:3651936	3	0
MGI:3651937	3	0
MGI:3651939	3	0
MGI:3651941	3	0
MGI:3651946	3	0
MGI:3651949	3	0
MGI:3651952	3	0
MGI:3651958	3	0
MGI:3651959	3	0
MGI:3651962	3	0
MGI:3651964	3	0
MGI:3651965	3	0
MGI:3651967	3	0
MGI:3651968	3	0
MGI:3651969	3	0
MGI:3651970	3	0
MGI:3651988	3	0
MGI:3651989	3	0
MGI:3651990	3	0
MGI:3651991	3	0
MGI:3651992	3	0
MGI:3651993	3	0
MGI:3651994	3	0
MGI:3651995	3	0
MGI:3651996	3	0
MGI:3652003	3	0
MGI:3652007	3	0
MGI:3652008	3	0
MGI:3652009	3	0
MGI:3652011	3	0
MGI:3652014	3	0
MGI:3652025	3	0
MGI:3652030	3	0
MGI:3652033	3	0
MGI:3652037	3	0
MGI:3652041	3	0
MGI:3652049	3	0
MGI:3652050	3	0
MGI:3652051	3	0
MGI:3652052	3	0
MGI:3652053	3	0
MGI:3652055	3	0
MGI:3652056	3	0
MGI:3652059	3	0
MGI:3652060	3	0
MGI:3652064	3	0
MGI:3652067	3	0
MGI:3652070	3	0
MGI:3652071	3	0
MGI:3652073	3	0
MGI:3652078	3	0
MGI:3652080	3	0
MGI:3652086	3	0
MGI:3652087	3	0
MGI:3652089	3	0
MGI:3652098	3	0
MGI:3652099	3	0
MGI:3652101	3	0
MGI:3652108	3	0
MGI:3652110	3	0
MGI:3652119	3	0
MGI:3652120	2	0
MGI:3652122	3	0
MGI:3652129	3	0
MGI:3652130	3	0
MGI:3652131	3	0
MGI:3652135	3	0
MGI:3652138	3	0
MGI:3652139	3	0
MGI:3652140	3	0
MGI:3652141	3	0
MGI:3652142	3	0
MGI:3652143	3	0
MGI:3652145	3	0
MGI:3652150	3	0
MGI:3652159	3	0
MGI:3652160	3	0
MGI:3652165	3	0
MGI:3652169	3	0
MGI:3652171	3	0
MGI:3652172	3	0
MGI:3652174	3	0
MGI:3652177	3	0
MGI:3652178	3	0
MGI:3652179	3	0
MGI:3652181	3	0
MGI:3652184	3	0
MGI:3652188	3	0
MGI:3652191	3	0
MGI:3652194	1	0
MGI:3652195	3	0
MGI:3652198	3	0
MGI:3652199	3	0
MGI:3652204	3	0
MGI:3652208	3	0
MGI:3652211	3	0
MGI:3652220	3	0
MGI:3652223	3	0
MGI:3652224	3	0
MGI:3652225	3	0
MGI:3652238	3	0
MGI:3652242	3	0
MGI:3652243	3	0
MGI:3652244	3	0
MGI:3652248	3	0
MGI:3652256	3	0
MGI:3652257	3	0
MGI:3652263	3	0
MGI:3652265	3	0
MGI:3652270	3	0
MGI:3652272	3	0
MGI:3652280	3	0
MGI:3652283	3	0
MGI:3652289	3	0
MGI:3652300	3	0
MGI:3652302	3	0
MGI:3652303	3	0
MGI:3652304	3	0
MGI:3652305	3	0
MGI:3652306	3	0
MGI:3652308	3	0
MGI:3652309	3	0
MGI:3652314	3	0
MGI:3652315	3	0
MGI:3652319	3	0
MGI:3652322	3	0
MGI:3652328	3	0
MGI:3652329	3	0
MGI:3652337	3	0
MGI:3655979	1	0
MGI:3665284	3	0
MGI:3665441	1	0
MGI:3665471	3	0
MGI:3665486	2	0
MGI:3686743	3	0
MGI:3686876	3	0
MGI:3686989	3	0
MGI:3687200	1	0
MGI:3687211	3	0
MGI:3687212	3	0
MGI:3687343	2	1
MGI:3690448	1	0
MGI:3690536	3	0
MGI:3693095	3	0
MGI:3694550	2	0
MGI:3695758	3	0
MGI:3695826	3	0
MGI:3696417	3	0
MGI:3696710	3	0
MGI:3696719	3	0
MGI:3696861	3	0
MGI:3696869	3	0
MGI:3697343	3	0
MGI:3697416	3	0
MGI:3697423	3	0
MGI:3697426	3	0
MGI:3697429	3	0
MGI:3697430	3	0
MGI:3697432	3	0
MGI:3697433	3	0
MGI:3697434	3	0
MGI:3697448	1	0
MGI:3697701	3	0
MGI:3697707	3	0
MGI:3697814	3	0
MGI:3697818	3	0
MGI:3697819	3	0
MGI:3697820	3	0
MGI:3697821	3	0
MGI:3698047	3	0
MGI:3698049	3	0
MGI:3698051	3	0
MGI:3698136	3	0
MGI:3698177	3	0
MGI:3698178	1	0
MGI:3698180	3	0
MGI:3698431	3	0
MGI:3698434	3	0
MGI:3698435	3	0
MGI:3698878	3	0
MGI:3698879	3	0
MGI:3698880	3	0
MGI:3698881	3	0
MGI:3699632	3	0
MGI:3699710	3	0
MGI:3699860	3	0
MGI:3700729	3	0
MGI:3700744	3	1
MGI:3700976	3	0
MGI:3701127	3	0
MGI:3701129	3	0
MGI:3701131	3	0
MGI:3701133	3	0
MGI:3701135	3	0
MGI:3701343	3	0
MGI:3701774	3	0
MGI:3701776	3	0
MGI:3701946	2	0
MGI:3701948	3	0
MGI:3701951	3	0
MGI:3701953	3	0
MGI:3701956	3	0
MGI:3701958	3	0
MGI:3701976	3	0
MGI:3701978	3	0
MGI:3701985	3	0
MGI:3701987	3	0
MGI:3701990	3	0
MGI:3702003	1	0
MGI:3702005	1	0
MGI:3702026	3	0
MGI:3702041	3	0
MGI:3702043	3	0
MGI:3702047	3	0
MGI:3702049	3	0
MGI:3702051	1	0
MGI:3702055	3	0
MGI:3702064	3	0
MGI:3702068	3	0
MGI:3702070	3	0
MGI:3702072	3	0
MGI:3702093	3	0
MGI:3702095	3	0
MGI:3702097	3	0
MGI:3702099	3	0
MGI:3702101	3	0
MGI:3702115	3	0
MGI:3702117	3	0
MGI:3702126	3	0
MGI:3702133	2	0
MGI:3702135	3	0
MGI:3702138	3	0
MGI:3702149	2	0
MGI:3702151	3	0
MGI:3702160	3	0
MGI:3702162	3	0
MGI:3702165	3	0
MGI:3702167	3	0
MGI:3702169	3	0
MGI:3702171	3	0
MGI:3702175	3	0
MGI:3702271	3	0
MGI:3702277	3	0
MGI:3702292	3	0
MGI:3702312	3	0
MGI:3702316	3	0
MGI:3702319	3	0
MGI:3702399	3	0
MGI:3702404	3	0
MGI:3702410	3	0
MGI:3702412	3	0
MGI:3702415	3	0
MGI:3702420	3	0
MGI:3702430	3	0
MGI:3702484	3	0
MGI:3702496	3	0
MGI:3702532	3	0
MGI:3702534	3	0
MGI:3702539	3	0
MGI:3702543	3	0
MGI:3702581	3	0
MGI:3702626	3	0
MGI:3702644	3	0
MGI:3702655	3	0
MGI:3702658	1	0
MGI:3702661	3	0
MGI:3702670	3	0
MGI:3702680	3	0
MGI:3702685	3	0
MGI:3702726	3	0
MGI:3702728	3	0
MGI:3702953	3	0
MGI:3702958	3	0
MGI:3703005	2	0
MGI:3703021	3	0
MGI:3703165	3	0
MGI:3703318	1	0
MGI:3703875	1	0
MGI:3704103	2	0
MGI:3704104	1	0
MGI:3704105	2	0
MGI:3704107	3	0
MGI:3704112	3	0
MGI:3704118	3	0
MGI:3704125	3	0
MGI:3704126	3	0
MGI:3704129	3	0
MGI:3704138	3	0
MGI:3704186	3	0
MGI:3704193	3	0
MGI:3704196	3	0
MGI:3704199	3	0
MGI:3704204	3	0
MGI:3704205	3	0
MGI:3704207	3	0
MGI:3704208	3	0
MGI:3704209	3	0
MGI:3704212	3	0
MGI:3704218	3	0
MGI:3704222	3	0
MGI:3704224	3	0
MGI:3704230	3	0
MGI:3704234	3	0
MGI:3704235	3	0
MGI:3704237	3	0
MGI:3704238	3	0
MGI:3704239	3	0
MGI:3704240	3	0
MGI:3704241	3	0
MGI:3704245	3	0
MGI:3704248	3	0
MGI:3704250	1	0
MGI:3704251	3	0
MGI:3704253	3	0
MGI:3704254	3	0
MGI:3704255	3	0
MGI:3704256	3	0
MGI:3704260	3	0
MGI:3704261	3	0
MGI:3704262	3	0
MGI:3704267	3	0
MGI:3704282	3	0
MGI:3704283	3	0
MGI:3704284	2	0
MGI:3704285	2	0
MGI:3704286	3	0
MGI:3704288	3	0
MGI:3704291	3	0
MGI:3704292	3	0
MGI:3704300	3	0
MGI:3704302	3	0
MGI:3704307	3	0
MGI:3704309	3	0
MGI:3704310	3	0
MGI:3704312	1	0
MGI:3704313	3	0
MGI:3704314	3	0
MGI:3704315	3	0
MGI:3704316	3	0
MGI:3704317	1	0
MGI:3704321	3	0
MGI:3704328	3	0
MGI:3704331	3	0
MGI:3704333	3	0
MGI:3704334	3	0
MGI:3704335	3	0
MGI:3704337	3	0
MGI:3704338	3	0
MGI:3704343	3	0
MGI:3704344	3	0
MGI:3704346	3	0
MGI:3704347	3	0
MGI:3704350	3	0
MGI:3704351	3	0
MGI:3704352	3	0
MGI:3704359	1	0
MGI:3704363	3	0
MGI:3704371	3	0
MGI:3704372	3	0
MGI:3704375	3	0
MGI:3704377	3	0
MGI:3704383	3	0
MGI:3704384	3	0
MGI:3704385	3	0
MGI:3704386	3	0
MGI:3704387	3	0
MGI:3704388	3	0
MGI:3704390	3	0
MGI:3704393	1	0
MGI:3704402	3	0
MGI:3704403	3	0
MGI:3704411	3	0
MGI:3704413	3	0
MGI:3704417	3	0
MGI:3704419	3	0
MGI:3704423	3	0
MGI:3704430	3	0
MGI:3704431	3	0
MGI:3704432	3	0
MGI:3704433	3	0
MGI:3704434	3	0
MGI:3704438	3	0
MGI:3704439	3	0
MGI:3704440	3	0
MGI:3704442	2	0
MGI:3704443	3	0
MGI:3704445	3	0
MGI:3704448	3	0
MGI:3704451	3	0
MGI:3704453	3	0
MGI:3704457	3	0
MGI:3704458	3	0
MGI:3704459	3	0
MGI:3704466	3	0
MGI:3704467	3	0
MGI:3704472	3	0
MGI:3704475	3	0
MGI:3704476	3	0
MGI:3704485	3	0
MGI:3704489	3	0
MGI:3704490	3	0
MGI:3704491	3	0
MGI:3704492	3	0
MGI:3704497	3	0
MGI:3704498	3	0
MGI:3704500	3	0
MGI:3704501	3	0
MGI:3704504	3	0
MGI:3704505	3	0
MGI:3704514	3	0
MGI:3704923	3	0
MGI:3705091	3	0
MGI:3705092	3	0
MGI:3705093	3	0
MGI:3705094	3	0
MGI:3705095	3	0
MGI:3705096	3	0
MGI:3705097	3	0
MGI:3705098	3	0
MGI:3705099	3	0
MGI:3705100	3	0
MGI:3705101	3	0
MGI:3705102	3	0
MGI:3705103	3	0
MGI:3705104	3	0
MGI:3705105	3	0
MGI:3705106	3	0
MGI:3705107	3	0
MGI:3705108	3	0
MGI:3705109	3	0
MGI:3705110	3	0
MGI:3705112	3	0
MGI:3705113	3	0
MGI:3705114	3	0
MGI:3705115	3	0
MGI:3705116	3	0
MGI:3705117	3	0
MGI:3705118	3	0
MGI:3705119	3	0
MGI:3705120	3	0
MGI:3705122	3	0
MGI:3705123	3	0
MGI:3705124	3	0
MGI:3705125	3	0
MGI:3705126	3	0
MGI:3705127	3	0
MGI:3705128	3	0
MGI:3705129	3	0
MGI:3705130	3	0
MGI:3705131	3	0
MGI:3705132	3	0
MGI:3705133	3	0
MGI:3705134	3	0
MGI:3705135	3	0
MGI:3705136	3	0
MGI:3705137	3	0
MGI:3705138	3	0
MGI:3705139	3	0
MGI:3705140	3	0
MGI:3705141	3	0
MGI:3705142	3	0
MGI:3705145	3	0
MGI:3705147	3	0
MGI:3705148	3	0
MGI:3705149	3	0
MGI:3705150	3	0
MGI:3705151	3	0
MGI:3705152	3	0
MGI:3705153	3	0
MGI:3705154	3	0
MGI:3705155	3	0
MGI:3705156	3	0
MGI:3705158	3	0
MGI:3705159	3	0
MGI:3705160	3	0
MGI:3705161	3	0
MGI:3705162	3	0
MGI:3705163	3	0
MGI:3705165	3	0
MGI:3705166	3	0
MGI:3705167	3	0
MGI:3705168	3	0
MGI:3705169	3	0
MGI:3705170	3	0
MGI:3705171	3	0
MGI:3705172	3	0
MGI:3705173	3	0
MGI:3705174	3	0
MGI:3705175	3	0
MGI:3705176	3	0
MGI:3705177	3	0
MGI:3705178	3	0
MGI:3705179	3	0
MGI:3705180	3	0
MGI:3705181	3	0
MGI:3705182	3	0
MGI:3705183	3	0
MGI:3705184	3	0
MGI:3705185	3	0
MGI:3705186	3	0
MGI:3705187	3	0
MGI:3705188	3	0
MGI:3705189	3	0
MGI:3705190	3	0
MGI:3705191	3	0
MGI:3705192	3	0
MGI:3705193	3	0
MGI:3705194	3	0
MGI:3705195	3	0
MGI:3705196	3	0
MGI:3705197	3	0
MGI:3705198	3	0
MGI:3705199	3	0
MGI:3705200	3	0
MGI:3705201	3	0
MGI:3705202	3	0
MGI:3705204	3	0
MGI:3705205	3	0
MGI:3705206	3	0
MGI:3705207	3	0
MGI:3705208	3	0
MGI:3705209	3	0
MGI:3705210	3	0
MGI:3705211	3	0
MGI:3705212	3	0
MGI:3705213	3	0
MGI:3705214	3	0
MGI:3705215	3	0
MGI:3705217	1	0
MGI:3705218	2	0
MGI:3705219	3	0
MGI:3705220	1	0
MGI:3705223	3	0
MGI:3705225	1	0
MGI:3705228	3	0
MGI:3705229	3	0
MGI:3705232	3	0
MGI:3705233	3	0
MGI:3705234	3	0
MGI:3705235	3	0
MGI:3705237	3	0
MGI:3705238	3	0
MGI:3705240	3	0
MGI:3705241	3	0
MGI:3705242	3	0
MGI:3705244	3	0
MGI:3705245	3	0
MGI:3705246	3	0
MGI:3705247	3	0
MGI:3705248	3	0
MGI:3705249	3	0
MGI:3705250	3	0
MGI:3705251	3	0
MGI:3705252	3	0
MGI:3705253	3	0
MGI:3705254	3	0
MGI:3705255	3	0
MGI:3705256	3	0
MGI:3705257	3	0
MGI:3705258	3	0
MGI:3705259	3	0
MGI:3705260	3	0
MGI:3705261	3	0
MGI:3705262	3	0
MGI:3705263	3	0
MGI:3705265	3	0
MGI:3705266	3	0
MGI:3705268	3	0
MGI:3705269	3	0
MGI:3705270	3	0
MGI:3705271	3	0
MGI:3705272	3	0
MGI:3705273	3	0
MGI:3705274	3	0
MGI:3705275	3	0
MGI:3705276	3	0
MGI:3705277	3	0
MGI:3705278	3	0
MGI:3705279	3	0
MGI:3705280	3	0
MGI:3705281	3	0
MGI:3705282	3	0
MGI:3705283	3	0
MGI:3705284	3	0
MGI:3705285	3	0
MGI:3705286	3	0
MGI:3705287	3	0
MGI:3705288	3	0
MGI:3705289	3	0
MGI:3705290	3	0
MGI:3705291	3	0
MGI:3705292	3	0
MGI:3705293	3	0
MGI:3705295	3	0
MGI:3705296	3	0
MGI:3705297	3	0
MGI:3705298	3	0
MGI:3705299	3	0
MGI:3705300	3	0
MGI:3705301	3	0
MGI:3705302	3	0
MGI:3705303	3	0
MGI:3705304	3	0
MGI:3705305	3	0
MGI:3705306	3	0
MGI:3705307	3	0
MGI:3705308	3	0
MGI:3705309	3	0
MGI:3705310	3	0
MGI:3705311	3	0
MGI:3705312	3	0
MGI:3705313	3	0
MGI:3705314	3	0
MGI:3705315	3	0
MGI:3705317	3	0
MGI:3705318	3	0
MGI:3705320	3	0
MGI:3705321	3	0
MGI:3705322	3	0
MGI:3705323	3	0
MGI:3705324	3	0
MGI:3706570	3	0
MGI:3707011	3	0
MGI:3707328	3	0
MGI:3707341	3	0
MGI:3707435	3	0
MGI:3708098	3	0
MGI:3708106	3	0
MGI:3708120	3	0
MGI:3708481	1	0
MGI:3708554	3	0
MGI:3708558	3	0
MGI:3708668	3	0
MGI:3708691	3	0
MGI:3708784	2	0
MGI:3708816	3	0
MGI:3709042	1	0
MGI:3709158	3	0
MGI:3709183	2	0
MGI:3709265	2	0
MGI:3709272	2	0
MGI:3709274	2	0
MGI:3709278	2	0
MGI:3709280	2	0
MGI:3709282	2	0
MGI:3709298	3	0
MGI:3709306	1	0
MGI:3709319	3	0
MGI:3709336	1	0
MGI:3709338	3	0
MGI:3709346	3	0
MGI:3709348	3	0
MGI:3709388	3	0
MGI:3709605	1	0
MGI:3709615	1	0
MGI:3709617	2	0
MGI:3709619	3	0
MGI:3709621	3	0
MGI:3709632	3	0
MGI:3709638	1	0
MGI:3709661	3	0
MGI:3710514	3	0
MGI:3710515	1	0
MGI:3710516	1	0
MGI:3710518	1	0
MGI:3710520	3	1
MGI:3710522	1	0
MGI:3710525	3	0
MGI:3710527	3	0
MGI:3710528	3	0
MGI:3710530	3	0
MGI:3710567	3	0
MGI:3710571	3	0
MGI:3710592	1	0
MGI:3710598	3	0
MGI:3710610	3	0
MGI:3710618	3	0
MGI:3710620	3	1
MGI:3710625	3	0
MGI:3710636	1	0
MGI:3710639	3	0
MGI:3710643	3	0
MGI:3710645	1	0
MGI:3710649	3	0
MGI:3711248	3	0
MGI:3711256	3	0
MGI:3711264	3	0
MGI:3711266	1	0
MGI:3711272	3	0
MGI:3711274	3	0
MGI:3711286	3	0
MGI:3711288	3	0
MGI:3711310	3	0
MGI:3711854	3	0
MGI:3711943	3	0
MGI:3711946	3	0
MGI:3711964	2	0
MGI:3711992	3	0
MGI:3712003	3	0
MGI:3712084	1	0
MGI:3712210	3	0
MGI:3712217	3	0
MGI:3712219	3	0
MGI:3712222	3	0
MGI:3712316	3	0
MGI:3712464	3	0
MGI:3712466	3	0
MGI:3712488	3	0
MGI:3712494	3	0
MGI:3712496	3	0
MGI:3712553	1	0
MGI:3712668	2	0
MGI:3713047	3	0
MGI:3713084	1	0
MGI:3713275	3	0
MGI:3713324	3	0
MGI:3713328	3	0
MGI:3713330	3	0
MGI:3713523	3	0
MGI:3713585	3	0
MGI:3713695	3	0
MGI:3713752	3	0
MGI:3714351	3	0
MGI:3714859	2	1
MGI:3715730	3	0
MGI:3715731	3	0
MGI:3716138	3	0
MGI:3723449	3	0
MGI:3723492	3	0
MGI:3723509	3	0
MGI:3757578	3	0
MGI:3757726	3	0
MGI:3758095	3	0
MGI:3758174	3	0
MGI:3758910	3	0
MGI:3759668	3	0
MGI:3761270	3	0
MGI:3761288	3	0
MGI:3767226	3	0
MGI:3767993	3	0
MGI:3775246	4	2
MGI:3775249	4	2
MGI:3777603	3	0
MGI:3779114	3	0
MGI:3779119	3	0
MGI:3779122	3	0
MGI:3779136	3	0
MGI:3779138	3	0
MGI:3779143	3	0
MGI:3779151	3	0
MGI:3779154	3	0
MGI:3779155	3	0
MGI:3779169	3	0
MGI:3779172	3	0
MGI:3779175	3	0
MGI:3779185	3	0
MGI:3779200	3	0
MGI:3779215	3	0
MGI:3779223	1	0
MGI:3779224	3	0
MGI:3779229	3	0
MGI:3779240	3	0
MGI:3779250	3	0
MGI:3779255	3	0
MGI:3779256	3	0
MGI:3779257	3	0
MGI:3779261	3	0
MGI:3779266	3	0
MGI:3779275	3	0
MGI:3779277	3	0
MGI:3779284	3	0
MGI:3779304	3	0
MGI:3779315	3	0
MGI:3779332	3	0
MGI:3779335	3	0
MGI:3779338	3	0
MGI:3779362	3	0
MGI:3779363	3	0
MGI:3779366	3	0
MGI:3779368	3	0
MGI:3779377	3	0
MGI:3779386	3	0
MGI:3779395	3	0
MGI:3779400	3	0
MGI:3779411	3	0
MGI:3779420	3	0
MGI:3779434	3	0
MGI:3779436	3	0
MGI:3779443	3	0
MGI:3779445	3	0
MGI:3779452	3	0
MGI:3779454	3	0
MGI:3779456	3	0
MGI:3779457	3	0
MGI:3779458	3	0
MGI:3779459	3	0
MGI:3779460	3	0
MGI:3779461	3	0
MGI:3779468	3	0
MGI:3779469	1	0
MGI:3779488	1	0
MGI:3779489	3	0
MGI:3779490	3	0
MGI:3779495	1	0
MGI:3779499	3	0
MGI:3779501	3	0
MGI:3779504	3	0
MGI:3779515	3	0
MGI:3779520	3	0
MGI:3779522	3	0
